ID,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_189_normalized,smart_194_normalized,smart_197_normalized,smart_197_raw
1,2021/10/1,Z304MKJL,ST4000DM000,4.00E+12,1,0.857142857,0.222222222,1,0,0.58,0.313432836,1,1,0.204301075,1,0
2,2021/10/2,Z304HTJ6,ST4000DM000,4.00E+12,1,0.892857143,0.111111111,1,0.00012216,0.96,0.223880597,0.919191919,1,0.086021505,1,0.008573178
3,2021/10/2,Z304GR8P,ST4000DM000,4.00E+12,1,1,0.111111111,1,0,0.9,0.208955224,1,1,0.086021505,1,0
4,2021/10/2,S301L4XY,ST4000DM000,4.00E+12,1,0.357142857,0.111111111,1,0,0.84,0.208955224,1,1,0.096774194,1,0
5,2021/10/3,Z3041JEN,ST4000DM000,4.00E+12,1,0.964285714,0.111111111,1,0.003542634,0.9,0.208955224,0.353535354,1,0.086021505,1,0.007348438
6,2021/10/6,Z302SYHG,ST4000DM000,4.00E+12,1,0.928571429,0.222222222,1,0,0.88,0.179104478,0.222222222,1,0.129032258,1,0.008573178
7,2021/10/6,Z304JXX6,ST4000DM000,4.00E+12,1,0.964285714,0.222222222,1,0,0.82,0.194029851,0.767676768,1,0.064516129,1,0.00183711
8,2021/10/7,S301GN45,ST4000DM000,4.00E+12,1,0.892857143,0.111111111,1,0,0.72,0.208955224,0.848484848,1,0.107526882,1,0.00122474
9,2021/10/7,Z302SZAE,ST4000DM000,4.00E+12,1,0.464285714,0.111111111,0.934782609,0.050818471,0.88,0.194029851,0.858585859,1,0.161290323,1,0.005511329
10,2021/10/8,Z304HVTZ,ST4000DM000,4.00E+12,1,0.678571429,0.222222222,1,0,0.98,0.223880597,0.303030303,1,0.053763441,0.53164557,0.466625842
11,2021/10/10,Z305D6ZM,ST4000DM000,4.00E+12,1,0.285714286,0.222222222,0.630434783,0.332641095,0.98,0.23880597,0,1,0.107526882,0.430379747,0.568891611
12,2021/10/10,Z304JMYW,ST4000DM000,4.00E+12,1,0.857142857,0.111111111,1,0,0.86,0.194029851,1,1,0.053763441,1,0
13,2021/10/11,Z302SQFX,ST4000DM000,4.00E+12,1,0.678571429,0.222222222,1,0.002809675,0.86,0.179104478,0,1,0.182795699,0.987341772,0.017758726
14,2021/10/12,S3011707,ST4000DM000,4.00E+12,1,0.75,0.111111111,1,0,0.94,0.134328358,1,1,0.032258065,1,0
15,2021/10/12,Z302SZPF,ST4000DM000,4.00E+12,1,0.607142857,0.222222222,0.456521739,0.48863914,0.9,0.179104478,0,1,0.107526882,0.987341772,0.017758726
16,2021/10/13,Z302BTSD,ST4000DM000,4.00E+12,1,0.964285714,0.333333333,1,0.00024432,0.82,0.164179104,0,1,0.150537634,0.987341772,0.016533987
17,2021/10/14,Z303Y0HB,ST4000DM000,4.00E+12,1,0.928571429,0.444444444,1,0,0.64,0.208955224,0.787878788,1,0.107526882,1,0.00183711
18,2021/10/14,Z305DW1K,ST4000DM000,4.00E+12,1,0.964285714,0.444444444,1,0,0.98,0.268656716,0.888888889,1,0.150537634,1,0
19,2021/10/15,Z302SR34,ST4000DM000,4.00E+12,1,0.75,0.111111111,0.97826087,0.009894943,0.92,0.179104478,0,1,0.139784946,0.759493671,0.240661359
20,2021/10/16,S301LSHD,ST4000DM000,4.00E+12,1,0.928571429,0.222222222,1,0,0.82,0.208955224,1,1,0.053763441,1,0
21,2021/10/17,Z302SR95,ST4000DM000,4.00E+12,1,0.678571429,0.222222222,1,0,0.94,0.179104478,1,1,0.107526882,1,0
22,2021/10/18,S301NKDT,ST4000DM000,4.00E+12,1,0.928571429,0.222222222,1,0.000366479,0.7,0.208955224,0.181818182,1,0.129032258,0.987341772,0.013472137
23,2021/10/19,Z303VDR4,ST4000DM000,4.00E+12,1,0.785714286,0.222222222,1,0.000488639,0.82,0.417910448,0.888888889,1,0.075268817,1,0.00061237
24,2021/10/20,Z304JXXB,ST4000DM000,4.00E+12,1,0.785714286,0.111111111,1,0.00012216,1,0.194029851,0.313131313,1,0.064516129,0.253164557,0.750153092
25,2021/10/21,Z302SQBE,ST4000DM000,4.00E+12,1,0.821428571,0.222222222,1,0,0.92,0.179104478,1,1,0.139784946,1,0
26,2021/10/21,Z305D2QR,ST4000DM000,4.00E+12,1,0.642857143,0.111111111,1,0.00012216,0.7,0.23880597,0.838383838,1,0.225806452,1,0.00183711
27,2021/10/22,Z304HN9D,ST4000DM000,4.00E+12,1,0.964285714,0.111111111,1,0,1,0.194029851,1,1,0.043010753,1,0
28,2021/10/22,S30115CG,ST4000DM000,4.00E+12,1,0.964285714,0.111111111,1,0,0.94,0.119402985,1,1,0.903225806,1,0
29,2021/10/24,S301NKH8,ST4000DM000,4.00E+12,1,0.642857143,0.111111111,1,0,0.8,0.208955224,1,1,0.193548387,1,0
30,2021/10/24,Z302T6AR,ST4000DM000,4.00E+12,1,0.571428571,0.222222222,1,0,0.88,0.179104478,0.727272727,1,0.11827957,1,0.00183711
31,2021/10/25,Z302SZMB,ST4000DM000,4.00E+12,1,0.892857143,0.222222222,1,0,0.9,0.179104478,1,1,0.150537634,1,0
32,2021/10/27,Z304KBWR,ST4000DM000,4.00E+12,1,0.857142857,0.111111111,1,0,0.96,0.208955224,1,1,0.075268817,1,0
33,2021/10/28,S301K1XZ,ST4000DM000,4.00E+12,1,0.642857143,0.111111111,1,0,0.96,0.194029851,1,1,0.172043011,1,0
34,2021/10/28,Z302SYP7,ST4000DM000,4.00E+12,1,0.035714286,0.111111111,0.347826087,0.558148058,0.88,0.179104478,0,1,0.182795699,0.962025316,0.038579302
35,2021/10/30,Z305HH6Z,ST4000DM000,4.00E+12,1,0.571428571,0.111111111,1,0,0.94,0.313432836,1,1,0.096774194,1,0
36,2021/10/30,Z302AYQQ,ST4000DM000,4.00E+12,1,0.821428571,0.111111111,1,0,0.94,0.179104478,1,1,0.204301075,1,0
37,2021/10/30,Z305DW2Q,ST4000DM000,4.00E+12,1,0.892857143,0.222222222,1,0,0.98,0.23880597,0.97979798,1,0.23655914,1,0
38,2021/10/30,Z3026RK6,ST4000DM000,4.00E+12,1,0.928571429,0.222222222,0.97826087,0.008429025,0.84,0.179104478,0,1,0.182795699,1,0.005511329
39,2021/10/31,Z302SW72,ST4000DM000,4.00E+12,1,0.928571429,0.111111111,1,0,0.9,0.179104478,0.949494949,1,0.11827957,1,0.00122474
