ID,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_189_normalized,smart_194_normalized,smart_197_normalized,smart_197_raw
1,2021/1/24,ZHZ3THAS,ST14000NM0138,1.40E+13,1,0.522727273,0.4,0,0,0.47826087,0.666666667,1,1,0.25,1,0
2,2021/2/22,ZHZ3C5EP,ST14000NM0138,1.40E+13,1,0.454545455,0.4,0,0,0.826086957,0.666666667,0,1,0.428571429,1,0.010223048
3,2021/3/8,ZHZ4G03S,ST14000NM0138,1.40E+13,1,0.590909091,0.4,0,0,0.869565217,0.333333333,1,1,0.821428571,1,0
4,2021/3/8,ZHZ43Y6J,ST14000NM0138,1.40E+13,1,0.340909091,0.8,0,0,0.869565217,0.333333333,1,1,0.678571429,1,0
5,2021/3/13,ZHZ30Z1D,ST14000NM0138,1.40E+13,1,0,0.4,0,1,0.913043478,0.333333333,0.474747475,1,0.071428571,1,0
6,2021/3/18,ZHZ3S74D,ST14000NM0138,1.40E+13,1,0.545454545,0.6,0,0.003367003,0.913043478,0,0.98989899,1,0.357142857,0.971428571,0.042286245
7,2021/3/18,ZHZ3EZ89,ST14000NM0138,1.40E+13,1,0.045454545,0.6,0,0.01010101,0.956521739,0,0.414141414,1,0.535714286,0,1
8,2021/3/26,ZHZ3866W,ST14000NM0138,1.40E+13,1,0.363636364,0.4,0,0.023569024,0.956521739,0.333333333,0.050505051,1,0.321428571,0.971428571,0.054832714
9,2021/3/30,ZHZ3BVEA,ST14000NM0138,1.40E+13,1,0.363636364,0.4,0,0,0.956521739,0.333333333,1,1,0.178571429,1,0
10,2021/4/1,ZHZ3KMX4,ST14000NM0138,1.40E+13,1,0.555555556,0.4,1,0,0.84,0.666666667,1,1,0.296296296,1,0
11,2021/4/10,ZHZ39ZDM,ST14000NM0138,1.40E+13,1,0.714285714,0.4,1,0,0.88,0.5,0,1,0.185185185,1,0.005763689
12,2021/4/15,ZHZ3C5TK,ST14000NM0138,1.40E+13,1,0.555555556,0.4,1,0.013377926,0.88,0.5,0,1,0.407407407,1,0.13832853
13,2021/4/15,ZHZ3RMZK,ST14000NM0138,1.40E+13,1,0.571428571,0.6,1,0.026755853,0.88,0.5,0.97979798,1,0.592592593,1,0.014409222
14,2021/4/15,ZHZ2H8XV,ST14000NM0138,1.40E+13,1,0.492063492,0.6,1,0.005016722,0.88,0.333333333,0.252525253,1,0.407407407,1,0.069164265
15,2021/4/16,ZHZ3MKC8,ST14000NM0138,1.40E+13,1,0.571428571,0.6,1,0,0.88,0.5,1,1,0.481481481,1,0.005763689
16,2021/4/17,ZHZ3C64K,ST14000NM0138,1.40E+13,1,0.603174603,0.6,1,0.001672241,0.88,0.333333333,0,1,0.777777778,1,0
17,2021/4/22,ZHZ30GTQ,ST14000NM0138,1.40E+13,1,0.603174603,0.6,1,0.018394649,0.88,0.5,0,1,0.259259259,0.6,0.377521614
