ID,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_189_normalized,smart_194_normalized,smart_197_normalized,smart_197_raw
1,2021/1/12,ZLW18T5S,ST14000NM001G,1.40E+13,1,0.534883721,1,1,0,0.5,0.8,1,1,0.277777778,1,0
2,2021/1/19,ZLW18EH8,ST14000NM001G,1.40E+13,1,0.395348837,0.888888889,1,0.351190476,0.583333333,0.6,0.97979798,1,0.333333333,1,0
3,2021/1/30,ZLW17SFE,ST14000NM001G,1.40E+13,1,0.604651163,0.777777778,0,0.702380952,0.638888889,0.4,1,1,0.416666667,1,0
4,2021/2/1,ZLW18EJ6,ST14000NM001G,1.40E+13,1,0.581395349,0.444444444,1,0,0.666666667,0.2,1,1,0.472222222,1,0
5,2021/2/1,ZLW17RWA,ST14000NM001G,1.40E+13,1,0.465116279,0.777777778,1,0,0.555555556,0.6,1,1,0.222222222,1,0
6,2021/2/10,ZLW18NWC,ST14000NM001G,1.40E+13,1,0.465116279,0.777777778,1,0,0.583333333,0.6,1,1,0.055555556,1,0
7,2021/2/23,ZLW18NQ0,ST14000NM001G,1.40E+13,1,0.186046512,1,1,0.020833333,0.666666667,0.2,0.111111111,1,0.472222222,1,0.006849315
8,2021/2/28,ZLW18Q2Z,ST14000NM001G,1.40E+13,1,0.325581395,0.555555556,1,1,0.638888889,0.2,0.494949495,1,0.555555556,1,0.001712329
9,2021/2/28,ZLW17S2B,ST14000NM001G,1.40E+13,1,0.465116279,0.333333333,1,0,0.638888889,0.2,0.878787879,1,0.555555556,0,1
10,2021/3/4,ZLW18PGG,ST14000NM001G,1.40E+13,1,0.395348837,0.777777778,1,0,0.638888889,0.4,0.97979798,1,0.333333333,1,0
11,2021/3/6,ZLW18F1M,ST14000NM001G,1.40E+13,1,0.279069767,1,1,0,0.666666667,0,0.787878788,1,0.25,1,0.010273973
12,2021/3/17,ZLW183RG,ST14000NM001G,1.40E+13,1,0.418604651,0.777777778,1,0,0.666666667,0.2,1,1,0.25,1,0
