ID,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_189_normalized,smart_194_normalized,smart_197_normalized,smart_197_raw
1,2021/1/1,ZHZ4ESP9,ST12000NM0008,1.20E+13,1,0.444444444,0.777777778,1,0,0.65,0.214285714,0.98989899,1,0.35,1,0
2,2021/1/3,ZHZ3CDBZ,ST12000NM0008,1.20E+13,1,0.314814815,0.444444444,1,0.012591815,0.125,0.428571429,0.787878788,1,0.4,0.988764045,0.017260174
3,2021/1/4,ZHZ4NE5C,ST12000NM0008,1.20E+13,1,0.611111111,0.444444444,1,0.000393494,0.6,0.214285714,1,1,0.2,1,0
4,2021/1/4,ZHZ4RVFY,ST12000NM0008,1.20E+13,1,0.685185185,0,1,0,0.575,0.285714286,1,1,0.35,1,0
5,2021/1/4,ZHZ38M6K,ST12000NM0008,1.20E+13,1,0.666666667,0.222222222,1,0,0.625,0.714285714,0.797979798,1,0.45,1,0.000726744
6,2021/1/5,ZHZ4W6R5,ST12000NM0008,1.20E+13,1,0.685185185,0.555555556,1,0,0.575,0.285714286,0.878787879,1,0.375,1,0.000363372
7,2021/1/8,ZHZ4Q8R4,ST12000NM0008,1.20E+13,1,1,0.222222222,1,0,0.625,0.214285714,1,1,0.5,1,0
8,2021/1/10,ZHZ3LKT5,ST12000NM0008,1.20E+13,1,0.425925926,1,1,0.000393494,0.65,0.142857143,0.858585859,1,0.3,1,0.000726744
9,2021/1/11,ZHZ3VTD0,ST12000NM0008,1.20E+13,1,0.574074074,1,1,0,0.6,0.142857143,1,1,0.375,1,0
10,2021/1/11,ZHZ63H69,ST12000NM0008,1.20E+13,1,0.055555556,0.555555556,0.264705882,0.39270724,0.375,0.428571429,0,1,0.35,0,1
11,2021/1/11,ZHZ6A8KF,ST12000NM0008,1.20E+13,1,0.592592593,0.666666667,1,0,0.575,0.857142857,1,1,0.375,1,0
12,2021/1/11,ZHZ3VKTS,ST12000NM0008,1.20E+13,1,0.703703704,0.555555556,1,0.000786988,0.6,0.214285714,0.727272727,1,0.5,1,0
13,2021/1/11,ZHZ65Y48,ST12000NM0008,1.20E+13,1,0.703703704,0.888888889,1,0,0.75,0.5,1,1,0.15,1,0
14,2021/1/12,ZHZ62A07,ST12000NM0008,1.20E+13,1,0.666666667,1,1,0.000131165,0.425,0.428571429,0.929292929,1,0.325,1,0.000363372
15,2021/1/14,ZHZ4YFY1,ST12000NM0008,1.20E+13,1,0.685185185,0.222222222,1,0,0.375,0.285714286,0.838383838,1,0.425,1,0
16,2021/1/14,ZHZ3DW3J,ST12000NM0008,1.20E+13,1,0.481481481,0.888888889,0.764705882,0.570173137,0.625,0.142857143,0,1,0.2,1,0.001090116
17,2021/1/14,ZHZ661J4,ST12000NM0008,1.20E+13,1,0.537037037,0.888888889,1,0.020724029,0.75,0.5,0.878787879,1,0.5,1,0.000545058
18,2021/1/23,ZHZ50MAB,ST12000NM0008,1.20E+13,1,0.666666667,0,1,0.010624344,0.325,0.285714286,0.656565657,1,0.5,1,0
19,2021/1/25,ZHZ3NRWK,ST12000NM0008,1.20E+13,1,0.611111111,1,1,0,0.675,0.142857143,1,1,0.1,1,0
20,2021/1/29,ZHZ4XCKE,ST12000NM0008,1.20E+13,1,0.648148148,0.333333333,1,0,0.375,0.214285714,1,1,0.425,1,0
21,2021/2/3,ZHZ3RLCX,ST12000NM0008,1.20E+13,1,0.62962963,0.888888889,1,0,0.65,0.142857143,0,1,0.35,1,0
22,2021/2/9,ZHZ50QQV,ST12000NM0008,1.20E+13,1,0.685185185,0,1,0,0.55,0.214285714,0.707070707,1,0.4,1,0
23,2021/2/9,ZHZ445S7,ST12000NM0008,1.20E+13,1,0.314814815,0.111111111,1,0,0.65,0.142857143,0.393939394,1,0.4,1,0.000181686
24,2021/2/13,ZHZ3KRAL,ST12000NM0008,1.20E+13,1,0.407407407,0.666666667,0.882352941,0.300498426,0.625,0.214285714,0.474747475,1,0.25,1,0.002543605
